@var:T=Tgas
@var:invT=1d0/Tgas
@var:M=n(idx_M) 
@format:idx,R,R,R,P,P,rate

# SO + SO → SO₂ + S
1640,34S,33S36S36S36S,,33S34S,36S36S36S,2.0d-11
1641,34S,33S36S36S36S,,34S36S,33S36S36S,6.0d-11
1642,34S,34S34S34S34S,,34S34S,34S34S34S,8.0d-11
1643,34S,34S34S34S36S,,34S34S,34S34S36S,6.0d-11
1644,34S,34S34S34S36S,,34S36S,34S34S34S,2.0d-11
1645,34S,34S34S36S36S,,34S34S,34S36S36S,4.0d-11
1646,34S,34S34S36S36S,,34S36S,34S34S36S,4.0d-11
1647,34S,34S36S36S36S,,34S34S,36S36S36S,2.0d-11
1648,34S,34S36S36S36S,,34S36S,34S36S36S,6.0d-11
1649,34S,36S36S36S36S,,34S36S,36S36S36S,8.0d-11
1650,36S,32S32S32S32S,,32S36S,32S32S32S,8.0d-11
1651,36S,32S32S32S33S,,32S36S,32S32S33S,6.0d-11
1652,36S,32S32S32S33S,,33S36S,32S32S32S,2.0d-11
1653,36S,32S32S32S34S,,32S36S,32S32S34S,6.0d-11
1654,36S,32S32S32S34S,,34S36S,32S32S32S,2.0d-11
1655,36S,32S32S32S36S,,32S36S,32S32S36S,6.0d-11
1656,36S,32S32S32S36S,,36S36S,32S32S32S,2.0d-11
1657,36S,32S32S33S33S,,32S36S,32S33S33S,4.0d-11
1658,36S,32S32S33S33S,,33S36S,32S32S33S,4.0d-11
1659,36S,32S32S33S34S,,32S36S,32S33S34S,4.0d-11
1660,36S,32S32S33S34S,,33S36S,32S32S34S,2.0d-11
1661,36S,32S32S33S34S,,34S36S,32S32S33S,2.0d-11
1662,36S,32S32S33S36S,,32S36S,32S33S36S,4.0d-11
1663,36S,32S32S33S36S,,33S36S,32S32S36S,2.0d-11
1664,36S,32S32S33S36S,,36S36S,32S32S33S,2.0d-11
1665,36S,32S32S34S34S,,32S36S,32S34S34S,4.0d-11
1666,36S,32S32S34S34S,,34S36S,32S32S34S,4.0d-11
1667,36S,32S32S34S36S,,32S36S,32S34S36S,4.0d-11
1668,36S,32S32S34S36S,,34S36S,32S32S36S,2.0d-11
1669,36S,32S32S34S36S,,36S36S,32S32S34S,2.0d-11
1670,36S,32S32S36S36S,,32S36S,32S36S36S,4.0d-11
1671,36S,32S32S36S36S,,36S36S,32S32S36S,4.0d-11
1672,36S,32S33S33S33S,,32S36S,33S33S33S,2.0d-11
1673,36S,32S33S33S33S,,33S36S,32S33S33S,6.0d-11
1674,36S,32S33S33S34S,,32S36S,33S33S34S,2.0d-11
1675,36S,32S33S33S34S,,33S36S,32S33S34S,4.0d-11
1676,36S,32S33S33S34S,,34S36S,32S33S33S,2.0d-11
1677,36S,32S33S33S36S,,32S36S,33S33S36S,2.0d-11
1678,36S,32S33S33S36S,,33S36S,32S33S36S,4.0d-11
1679,36S,32S33S33S36S,,36S36S,32S33S33S,2.0d-11
1680,36S,32S33S34S34S,,32S36S,33S34S34S,2.0d-11
1681,36S,32S33S34S34S,,33S36S,32S34S34S,2.0d-11
1682,36S,32S33S34S34S,,34S36S,32S33S34S,4.0d-11
1683,36S,32S33S34S36S,,32S36S,33S34S36S,2.0d-11
1684,36S,32S33S34S36S,,33S36S,32S34S36S,2.0d-11
1685,36S,32S33S34S36S,,34S36S,32S33S36S,2.0d-11
1686,36S,32S33S34S36S,,36S36S,32S33S34S,2.0d-11
1687,36S,32S33S36S36S,,32S36S,33S36S36S,2.0d-11
1688,36S,32S33S36S36S,,33S36S,32S36S36S,2.0d-11
1689,36S,32S33S36S36S,,36S36S,32S33S36S,4.0d-11
1690,36S,32S34S34S34S,,32S36S,34S34S34S,2.0d-11
1691,36S,32S34S34S34S,,34S36S,32S34S34S,6.0d-11
1692,36S,32S34S34S36S,,32S36S,34S34S36S,2.0d-11
1693,36S,32S34S34S36S,,34S36S,32S34S36S,4.0d-11
1694,36S,32S34S34S36S,,36S36S,32S34S34S,2.0d-11
1695,36S,32S34S36S36S,,32S36S,34S36S36S,2.0d-11
1696,36S,32S34S36S36S,,34S36S,32S36S36S,2.0d-11
1697,36S,32S34S36S36S,,36S36S,32S34S36S,4.0d-11
1698,36S,32S36S36S36S,,32S36S,36S36S36S,2.0d-11
1699,36S,32S36S36S36S,,36S36S,32S36S36S,6.0d-11
1700,36S,33S33S33S33S,,33S36S,33S33S33S,8.0d-11
1701,36S,33S33S33S34S,,33S36S,33S33S34S,6.0d-11
1702,36S,33S33S33S34S,,34S36S,33S33S33S,2.0d-11
1703,36S,33S33S33S36S,,33S36S,33S33S36S,6.0d-11
1704,36S,33S33S33S36S,,36S36S,33S33S33S,2.0d-11
1705,36S,33S33S34S34S,,33S36S,33S34S34S,4.0d-11
1706,36S,33S33S34S34S,,34S36S,33S33S34S,4.0d-11
1707,36S,33S33S34S36S,,33S36S,33S34S36S,4.0d-11
1708,36S,33S33S34S36S,,34S36S,33S33S36S,2.0d-11
1709,36S,33S33S34S36S,,36S36S,33S33S34S,2.0d-11
1710,36S,33S33S36S36S,,33S36S,33S36S36S,4.0d-11
1711,36S,33S33S36S36S,,36S36S,33S33S36S,4.0d-11
1712,36S,33S34S34S34S,,33S36S,34S34S34S,2.0d-11
1713,36S,33S34S34S34S,,34S36S,33S34S34S,6.0d-11
1714,36S,33S34S34S36S,,33S36S,34S34S36S,2.0d-11
1715,36S,33S34S34S36S,,34S36S,33S34S36S,4.0d-11
1716,36S,33S34S34S36S,,36S36S,33S34S34S,2.0d-11
1717,36S,33S34S36S36S,,33S36S,34S36S36S,2.0d-11
1718,36S,33S34S36S36S,,34S36S,33S36S36S,2.0d-11
1719,36S,33S34S36S36S,,36S36S,33S34S36S,4.0d-11
1720,36S,33S36S36S36S,,33S36S,36S36S36S,2.0d-11
1721,36S,33S36S36S36S,,36S36S,33S36S36S,6.0d-11
1722,36S,34S34S34S34S,,34S36S,34S34S34S,8.0d-11
1723,36S,34S34S34S36S,,34S36S,34S34S36S,6.0d-11
1724,36S,34S34S34S36S,,36S36S,34S34S34S,2.0d-11
1725,36S,34S34S36S36S,,34S36S,34S36S36S,4.0d-11
1726,36S,34S34S36S36S,,36S36S,34S34S36S,4.0d-11
1727,36S,34S36S36S36S,,34S36S,36S36S36S,2.0d-11
1728,36S,34S36S36S36S,,36S36S,34S36S36S,6.0d-11
1729,36S,36S36S36S36S,,36S36S,36S36S36S,8.0d-11

@photo_start
# SO₂ + hυ → SO + O
1730,32SO2,,,32SO,O,@xsecFile=SWRI
1731,33SO2,,,33SO,O,@xsecFile=SWRI
1732,34SO2,,,34SO,O,@xsecFile=SWRI
1733,36SO2,,,36SO,O,@xsecFile=SWRI
# SO + hυ → S + O
1734,32SO,,,32S,O,@xsecFile=SWRI
1735,33SO,,,33S,O,@xsecFile=SWRI
1736,34SO,,,34S,O,@xsecFile=SWRI
1737,36SO,,,36S,O,@xsecFile=SWRI
# OCS + hυ → CO + S
1738,OC32S,,,CO,32S,@xsecFile=SWRI
1739,OC33S,,,CO,33S,@xsecFile=SWRI
1740,OC34S,,,CO,34S,@xsecFile=SWRI
1741,OC36S,,,CO,36S,@xsecFile=SWRI
# SO₂ + hυ → ¹SO₂(a)
1742,32SO2,,,32SO2_1A2,,@xsecFile=SWRI
1743,33SO2,,,33SO2_1A2,,@xsecFile=SWRI
1744,34SO2,,,34SO2_1A2,,@xsecFile=SWRI
1745,36SO2,,,36SO2_1A2,,@xsecFile=SWRI
# SO₂ + hυ → ¹SO₂(b)
1746,32SO2,,,32SO2_1B1,,@xsecFile=SWRI
1747,33SO2,,,33SO2_1B1,,@xsecFile=SWRI
1748,34SO2,,,34SO2_1B1,,@xsecFile=SWRI
1749,36SO2,,,36SO2_1B1,,@xsecFile=SWRI
# SO₂ + hυ → ³SO₂
1750,32SO2,,,32SO2_3B1,,@xsecFile=SWRI
1751,33SO2,,,33SO2_3B1,,@xsecFile=SWRI
1752,34SO2,,,34SO2_3B1,,@xsecFile=SWRI
1753,36SO2,,,36SO2_3B1,,@xsecFile=SWRI
# SO₃ + hυ → SO₂ + O
1754,32SO3,,,32SO2,O,@xsecFile=SWRI
1755,33SO3,,,33SO2,O,@xsecFile=SWRI
1756,34SO3,,,34SO2,O,@xsecFile=SWRI
1757,36SO3,,,36SO2,O,@xsecFile=SWRI
# OSSO + hυ → SO + SO
1758,O32S32SO,,,32SO,32SO,@xsecFile=SWRI
1759,O33S33SO,,,33SO,33SO,@xsecFile=SWRI
1760,O34S34SO,,,34SO,34SO,@xsecFile=SWRI
1761,O36S36SO,,,36SO,36SO,@xsecFile=SWRI
1762,O32S33SO,,,32SO,33SO,@xsecFile=SWRI
1763,O32S34SO,,,32SO,34SO,@xsecFile=SWRI
1764,O32S36SO,,,32SO,36SO,@xsecFile=SWRI
1765,O33S34SO,,,33SO,34SO,@xsecFile=SWRI
1766,O33S36SO,,,33SO,36SO,@xsecFile=SWRI
1767,O34S36SO,,,34SO,36SO,@xsecFile=SWRI
# S₂O + hυ → S + SO 
1768,32S32SO,,,32S,32SO,@xsecFile=SWRI
1769,33S33SO,,,33S,33SO,@xsecFile=SWRI
1770,34S34SO,,,34S,34SO,@xsecFile=SWRI
1771,36S36SO,,,36S,36SO,@xsecFile=SWRI
1772,32S33SO,,,32S,33SO,@xsecFile=SWRI
1773,32S34SO,,,32S,34SO,@xsecFile=SWRI
1774,32S36SO,,,32S,36SO,@xsecFile=SWRI
1775,33S34SO,,,33S,34SO,@xsecFile=SWRI
1776,33S36SO,,,33S,36SO,@xsecFile=SWRI
1777,34S36SO,,,34S,36SO,@xsecFile=SWRI
1778,32S33SO,,,33S,32SO,@xsecFile=SWRI
1779,32S34SO,,,34S,32SO,@xsecFile=SWRI
1780,32S36SO,,,36S,32SO,@xsecFile=SWRI
1781,33S34SO,,,34S,33SO,@xsecFile=SWRI
1782,33S36SO,,,36S,33SO,@xsecFile=SWRI
1783,34S36SO,,,36S,34SO,@xsecFile=SWRI
# CO₂ and O₂ photodissociation
1784,CO2,,,CO,O,@xsecFile=SWRI
1785,O2,,,O,O,@xsecFile=SWRI
# S₃ + hυ → S₂ + S
1786,32S32S32S,,,32S,32S32S,@xsecFile=SWRI
1787,33S33S33S,,,33S,33S33S,@xsecFile=SWRI
1788,34S34S34S,,,34S,34S34S,@xsecFile=SWRI
1789,36S36S36S,,,36S,36S36S,@xsecFile=SWRI
1790,32S32S33S,,,32S,32S33S,@xsecFile=SWRI
1791,32S32S34S,,,32S,32S34S,@xsecFile=SWRI
1792,32S32S36S,,,32S,32S36S,@xsecFile=SWRI
1793,32S33S33S,,,33S,32S33S,@xsecFile=SWRI
1794,32S34S34S,,,34S,32S34S,@xsecFile=SWRI
1795,32S36S36S,,,36S,32S36S,@xsecFile=SWRI
1796,33S33S34S,,,33S,33S34S,@xsecFile=SWRI
1797,33S33S36S,,,33S,33S36S,@xsecFile=SWRI
1798,33S34S34S,,,34S,33S34S,@xsecFile=SWRI
1799,33S36S36S,,,36S,33S36S,@xsecFile=SWRI
1800,34S34S36S,,,34S,34S36S,@xsecFile=SWRI
1801,34S36S36S,,,36S,34S36S,@xsecFile=SWRI
1802,32S32S33S,,,33S,32S32S,@xsecFile=SWRI
1803,32S32S34S,,,34S,32S32S,@xsecFile=SWRI
1804,32S32S36S,,,36S,32S32S,@xsecFile=SWRI
1805,32S33S33S,,,32S,33S33S,@xsecFile=SWRI
1806,32S34S34S,,,32S,34S34S,@xsecFile=SWRI
1807,32S36S36S,,,32S,36S36S,@xsecFile=SWRI
1808,33S33S34S,,,34S,33S33S,@xsecFile=SWRI
1809,33S33S36S,,,36S,33S33S,@xsecFile=SWRI
1810,33S34S34S,,,33S,34S34S,@xsecFile=SWRI
1811,33S36S36S,,,33S,36S36S,@xsecFile=SWRI
1812,34S34S36S,,,36S,34S34S,@xsecFile=SWRI
1813,34S36S36S,,,34S,36S36S,@xsecFile=SWRI
1814,32S33S34S,,,33S,32S34S,@xsecFile=SWRI
1815,32S33S36S,,,33S,32S36S,@xsecFile=SWRI
1816,32S34S36S,,,34S,32S36S,@xsecFile=SWRI
1817,33S34S36S,,,34S,33S36S,@xsecFile=SWRI
1818,32S33S34S,,,32S,33S34S,@xsecFile=SWRI
1819,32S33S36S,,,32S,33S36S,@xsecFile=SWRI
1820,32S34S36S,,,32S,34S36S,@xsecFile=SWRI
1821,33S34S36S,,,33S,34S36S,@xsecFile=SWRI
1822,32S33S34S,,,34S,32S33S,@xsecFile=SWRI
1823,32S33S36S,,,36S,32S33S,@xsecFile=SWRI
1824,32S34S36S,,,36S,32S34S,@xsecFile=SWRI
1825,33S34S36S,,,36S,33S34S,@xsecFile=SWRI
# S₂ + hυ → S + S
1826,32S32S,,,32S,32S,@xsecFile=SWRI
1827,33S33S,,,33S,33S,@xsecFile=SWRI
1828,34S34S,,,34S,34S,@xsecFile=SWRI
1829,36S36S,,,36S,36S,@xsecFile=SWRI
1830,32S33S,,,32S,33S,@xsecFile=SWRI
1831,32S34S,,,32S,34S,@xsecFile=SWRI
1832,32S36S,,,32S,36S,@xsecFile=SWRI
1833,33S34S,,,33S,34S,@xsecFile=SWRI
1834,33S36S,,,33S,36S,@xsecFile=SWRI
1835,34S36S,,,34S,36S,@xsecFile=SWRI
@photo_end
