0          References for Cross Section of 32S32S        
           Sarka et al., 2023 (4 isotopes but 10 isotopes needed=>No isotope)   
0 Branching ratio for 32S32S       Total        1 branch
Lambda  Total   32S/32S
2946.310802  8.27E-19  8.27E-19
2946.316687  8.76E-20  8.76E-20
2946.322283  1.46E-19  1.46E-19
2946.328504  1.52E-19  1.52E-19
2946.334598  1.17E-19  1.17E-19
2946.340438  1.27E-18  1.27E-18
2946.345409  2.68E-18  2.68E-18
2946.350055  1.48E-18  1.48E-18
2946.354605  2.37E-19  2.37E-19
2946.359466  1.26E-20  1.26E-20
2946.364352  3.99E-21  3.99E-21
2946.370251  5.11E-21  5.11E-21
2946.376282  1.44E-20  1.44E-20
2946.38641  7.05E-21  7.05E-21
2946.423602  2.59E-21  2.59E-21
2946.439857  3.80E-21  3.80E-21
2946.451805  2.75E-21  2.75E-21
2946.462395  2.52E-21  2.52E-21
2946.474995  7.96E-21  7.96E-21
2946.483819  7.99E-19  7.99E-19
2946.493903  1.93E-18  1.93E-18
2946.513758  7.58E-21  7.58E-21
2946.53318  3.79E-21  3.79E-21
2946.546354  1.55E-18  1.55E-18
2946.568412  1.64E-18  1.64E-18
2946.596735  3.08E-20  3.08E-20
2946.603136  1.57E-18  1.57E-18
2946.609076  1.05E-17  1.05E-17
2946.615064  9.92E-18  9.92E-18
2946.620501  1.50E-18  1.50E-18
2946.624524  1.09E-19  1.09E-19
2946.628723  7.80E-20  7.80E-20
2946.633552  4.59E-19  4.59E-19
2946.63799  7.34E-19  7.34E-19
2946.642483  5.02E-19  5.02E-19
2946.646999  1.21E-18  1.21E-18
2946.65155  2.75E-18  2.75E-18
2946.656321  1.86E-18  1.86E-18
2946.663575  1.46E-19  1.46E-19
2946.676072  2.61E-21  2.61E-21
2946.687158  3.50E-21  3.50E-21
2946.696916  3.28E-21  3.28E-21
2946.715739  4.09E-20  4.09E-20
2946.726886  3.54E-18  3.54E-18
2946.732246  1.12E-17  1.12E-17
2946.736705  8.71E-18  8.71E-18
2946.741211  2.04E-18  2.04E-18
2946.745773  1.38E-19  1.38E-19
2946.75013  5.43E-21  5.43E-21
2946.754923  2.62E-21  2.62E-21
2946.760739  4.11E-21  4.11E-21
2946.767455  7.26E-21  7.26E-21
2946.77849  3.33E-21  3.33E-21
2946.79032  6.07E-21  6.07E-21
2946.802144  1.51E-18  1.51E-18
2946.811092  1.80E-18  1.80E-18
2946.816417  2.86E-19  2.86E-19
2946.821593  4.96E-20  4.96E-20
2946.82717  1.02E-20  1.02E-20
2946.834044  2.89E-21  2.89E-21
2946.84108  2.46E-21  2.46E-21
2946.848951  2.66E-21  2.66E-21
2946.86075  3.00E-21  3.00E-21
2946.873165  2.47E-21  2.47E-21
2946.882324  8.96E-21  8.96E-21
2946.888247  2.84E-19  2.84E-19
2946.893766  1.46E-18  1.46E-18
2946.898418  1.58E-18  1.58E-18
2946.902757  5.27E-19  5.27E-19
2946.906652  7.27E-20  7.27E-20
2946.91031  8.13E-21  8.13E-21
2946.914039  3.84E-21  3.84E-21
2946.919795  3.43E-21  3.43E-21
2946.925657  3.06E-21  3.06E-21
2946.931412  4.91E-21  4.91E-21
2946.937928  1.85E-20  1.85E-20
2946.943721  1.71E-20  1.71E-20
2946.94851  2.12E-20  2.12E-20
2946.953049  8.80E-20  8.80E-20
2946.957835  1.71E-19  1.71E-19
2946.962783  1.62E-19  1.62E-19
2946.967271  1.59E-19  1.59E-19
2946.971173  6.82E-19  6.82E-19
2946.974535  1.97E-18  1.97E-18
2946.97815  2.86E-18  2.86E-18
2946.982451  1.60E-18  1.60E-18
2946.987622  2.02E-19  2.02E-19
2946.992646  8.90E-21  8.90E-21
2946.99751  3.67E-20  3.67E-20
2947.003978  9.48E-19  9.48E-19
2947.014868  1.24E-18  1.24E-18
2947.023906  1.22E-20  1.22E-20
2947.028879  2.88E-21  2.88E-21
2947.034025  9.43E-21  9.43E-21
2947.039372  5.47E-20  5.47E-20
2947.045361  9.03E-20  9.03E-20
2947.051374  2.41E-20  2.41E-20
2947.061324  4.80E-21  4.80E-21
2947.080723  4.69E-18  4.69E-18
2947.087295  1.30E-17  1.30E-17
2947.092297  6.52E-18  6.52E-18
2947.097422  7.19E-19  7.19E-19
2947.102508  2.01E-20  2.01E-20
2947.108147  2.90E-21  2.90E-21
2947.11557  2.45E-21  2.45E-21
2947.13195  6.12E-19  6.12E-19
2947.141965  2.73E-18  2.73E-18
2947.148063  1.03E-18  1.03E-18
2947.154158  4.87E-19  4.87E-19
2947.160649  2.30E-19  2.30E-19
2947.169427  6.50E-21  6.50E-21
2947.200194  9.33E-19  9.33E-19
2947.213125  1.05E-17  1.05E-17
2947.217572  8.15E-18  8.15E-18
2947.221406  2.38E-18  2.38E-18
2947.224616  4.03E-19  4.03E-19
2947.227623  4.73E-20  4.73E-20
2947.230618  9.49E-21  9.49E-21
2947.233823  6.57E-21  6.57E-21
2947.237424  5.39E-21  5.39E-21
2947.240697  4.58E-21  4.58E-21
2947.243561  3.77E-21  3.77E-21
2947.246319  3.08E-21  3.08E-21
2947.249402  2.87E-21  2.87E-21
2947.253723  3.62E-21  3.62E-21
2947.259377  4.35E-21  4.35E-21
2947.2677  2.93E-21  2.93E-21
2947.275912  1.47E-20  1.47E-20
2947.284508  1.87E-18  1.87E-18
2947.293152  4.02E-18  4.02E-18
2947.300458  8.07E-19  8.07E-19
2947.306547  1.02E-18  1.02E-18
2947.311721  6.38E-19  6.38E-19
2947.317574  1.68E-18  1.68E-18
2947.323709  2.50E-18  2.50E-18
2947.331887  2.69E-19  2.69E-19
2947.344044  2.79E-21  2.79E-21
2947.369376  2.52E-21  2.52E-21
2947.378315  4.12E-21  4.12E-21
2947.386971  4.04E-21  4.04E-21
2947.395693  2.51E-21  2.51E-21
2947.448996  2.31E-21  2.31E-21
2947.473846  2.40E-21  2.40E-21
2947.479209  7.36E-21  7.36E-21
2947.48281  7.88E-20  7.88E-20
2947.486427  5.67E-19  5.67E-19
2947.490035  2.01E-18  2.01E-18
2947.493658  3.40E-18  3.40E-18
2947.497283  2.69E-18  2.69E-18
2947.500938  9.72E-19  9.72E-19
2947.504596  1.58E-19  1.58E-19
2947.508263  1.32E-20  1.32E-20
2947.515031  2.56E-21  2.56E-21
2947.526343  3.28E-21  3.28E-21
2947.534156  3.45E-21  3.45E-21
2947.538729  2.94E-21  2.94E-21
2947.542349  2.59E-21  2.59E-21
2947.54597  2.86E-21  2.86E-21
2947.549527  3.99E-21  3.99E-21
2947.553162  5.14E-21  5.14E-21
2947.557744  4.64E-21  4.64E-21
2947.563194  4.95E-21  4.95E-21
2947.567835  8.63E-20  8.63E-20
2947.57307  2.46E-18  2.46E-18
2947.580191  1.18E-17  1.18E-17
2947.587562  4.04E-18  4.04E-18
2947.596717  3.10E-20  3.10E-20
2947.611928  2.33E-21  2.33E-21
2947.624587  2.36E-21  2.36E-21
2947.633097  3.64E-21  3.64E-21
2947.639513  5.70E-21  5.70E-21
2947.645593  5.40E-20  5.40E-20
2947.651844  1.57E-19  1.57E-19
2947.663112  2.12E-20  2.12E-20
2947.671118  2.54E-20  2.54E-20
2947.676639  5.50E-19  5.50E-19
2947.681855  2.44E-18  2.44E-18
2947.686988  2.32E-18  2.32E-18
2947.692123  4.93E-19  4.93E-19
2947.696715  3.54E-20  3.54E-20
2947.700779  1.17E-19  1.17E-19
2947.70709  4.16E-18  4.16E-18
2947.72187  2.88E-18  2.88E-18
2947.732168  2.83E-21  2.83E-21
2947.739695  3.94E-21  3.94E-21
2947.744974  3.63E-20  3.63E-20
2947.749014  3.30E-19  3.30E-19
2947.752638  1.28E-18  1.28E-18
2947.756296  2.22E-18  2.22E-18
2947.759954  1.70E-18  1.70E-18
2947.763916  5.21E-19  5.21E-19
2947.768506  4.36E-20  4.36E-20
2947.773085  4.45E-21  4.45E-21
2947.778621  2.49E-20  2.49E-20
2947.789341  3.61E-20  3.61E-20
2947.803783  2.50E-21  2.50E-21
2947.815383  4.97E-20  4.97E-20
2947.824673  8.79E-20  8.79E-20
2947.832076  1.08E-20  1.08E-20
2947.841464  3.28E-21  3.28E-21
2947.853484  6.97E-20  6.97E-20
2947.865738  1.95E-18  1.95E-18
2947.877676  1.95E-19  1.95E-19
2947.89127  1.49E-20  1.49E-20
2947.90216  9.06E-19  9.06E-19
2947.909265  1.24E-18  1.24E-18
2947.915337  1.97E-19  1.97E-19
2947.920798  2.69E-20  2.69E-20
2947.926434  9.57E-21  9.57E-21
2947.933495  2.88E-21  2.88E-21
2947.93964  2.50E-21  2.50E-21
2947.944697  2.38E-21  2.38E-21
2947.949839  3.35E-21  3.35E-21
2947.955212  6.16E-21  6.16E-21
2947.961068  5.73E-21  5.73E-21
2947.966321  3.06E-21  3.06E-21
2947.971506  2.34E-21  2.34E-21
2947.983067  2.35E-21  2.35E-21
2948.005151  2.48E-21  2.48E-21
2948.014935  7.50E-20  7.50E-20
2948.023691  3.88E-19  3.88E-19
2948.031161  3.34E-19  3.34E-19
2948.041683  2.73E-18  2.73E-18
2948.055676  5.85E-19  5.85E-19
2948.070672  1.27E-18  1.27E-18
2948.081204  5.70E-19  5.70E-19
2948.089694  9.27E-18  9.27E-18
2948.098591  4.35E-18  4.35E-18
2948.107621  6.65E-20  6.65E-20
2948.116459  2.42E-21  2.42E-21
2948.126808  2.72E-21  2.72E-21
2948.138671  2.59E-21  2.59E-21
2948.149  2.44E-21  2.44E-21
2948.164732  3.15E-21  3.15E-21
2948.174607  2.48E-21  2.48E-21
2948.180456  5.14E-21  5.14E-21
2948.186658  1.74E-20  1.74E-20
2948.192576  1.39E-20  1.39E-20
2948.197815  4.42E-21  4.42E-21
2948.203035  2.87E-21  2.87E-21
2948.209371  3.16E-21  3.16E-21
2948.218284  3.89E-19  3.89E-19
2948.228511  6.41E-18  6.41E-18
2948.241704  3.48E-19  3.48E-19
2948.253385  1.46E-18  1.46E-18
2948.273393  1.22E-19  1.22E-19
2948.296598  2.94E-21  2.94E-21
2948.311224  4.37E-21  4.37E-21
2948.320118  2.48E-19  2.48E-19
2948.32885  7.32E-19  7.32E-19
2948.337815  6.24E-20  6.24E-20
2948.347493  2.63E-21  2.63E-21
2948.358966  2.09E-19  2.09E-19
2948.371532  2.91E-19  2.91E-19
2948.380456  4.49E-20  4.49E-20
2948.392974  3.12E-20  3.12E-20
2948.423497  2.29E-21  2.29E-21
2948.435793  3.52E-21  3.52E-21
2948.44317  5.61E-21  5.61E-21
2948.44847  5.62E-21  5.62E-21
2948.453044  6.90E-20  6.90E-20
2948.457387  6.87E-19  6.87E-19
2948.462313  2.43E-18  2.43E-18
2948.470258  1.13E-18  1.13E-18
2948.478417  1.86E-20  1.86E-20
2948.486654  2.51E-21  2.51E-21
2948.49792  3.55E-21  3.55E-21
2948.510714  5.75E-19  5.75E-19
2948.531615  5.90E-19  5.90E-19
2948.557634  2.09E-20  2.09E-20
2948.570559  1.56E-20  1.56E-20
2948.581855  2.83E-21  2.83E-21
2948.590776  6.76E-21  6.76E-21
2948.599748  3.58E-21  3.58E-21
2948.606887  3.27E-20  3.27E-20
2948.615083  4.33E-18  4.33E-18
2948.630613  3.29E-18  3.29E-18
2948.654128  3.97E-19  3.97E-19
2948.665914  2.28E-18  2.28E-18
2948.674651  2.85E-19  2.85E-19
2948.683012  3.05E-21  3.05E-21
2948.6902  3.86E-21  3.86E-21
2948.696918  4.10E-20  4.10E-20
2948.702648  8.91E-20  8.91E-20
2948.707847  3.96E-20  3.96E-20
2948.712667  8.67E-21  8.67E-21
2948.716893  5.70E-21  5.70E-21
2948.721098  4.05E-21  4.05E-21
2948.725669  2.64E-21  2.64E-21
2948.730286  2.57E-21  2.57E-21
2948.735937  3.27E-21  3.27E-21
2948.743928  2.86E-21  2.86E-21
2948.751505  1.39E-19  1.39E-19
2948.763535  5.41E-18  5.41E-18
2948.784848  2.31E-19  2.31E-19
2948.819512  1.11E-18  1.11E-18
2948.846424  2.83E-21  2.83E-21
2948.85637  2.98E-21  2.98E-21
2948.864744  3.64E-21  3.64E-21
2948.871739  1.68E-19  1.68E-19
2948.878106  1.78E-18  1.78E-18
2948.884602  2.21E-18  2.21E-18
2948.892036  1.95E-19  1.95E-19
2948.897601  1.08E-20  1.08E-20
2948.90326  6.83E-20  6.83E-20
2948.909264  3.33E-19  3.33E-19
2948.916454  1.79E-19  1.79E-19
2948.922569  1.76E-20  1.76E-20
2948.927466  1.75E-19  1.75E-19
2948.933409  1.13E-18  1.13E-18
2948.939721  9.36E-19  9.36E-19
2948.946855  7.50E-20  7.50E-20
2948.95494  2.58E-21  2.58E-21
2948.981704  4.97E-21  4.97E-21
2948.993005  5.72E-20  5.72E-20
2948.9973  1.35E-19  1.35E-19
2949.000878  1.23E-19  1.23E-19
2949.004191  5.92E-20  5.92E-20
2949.007164  2.19E-20  2.19E-20
2949.009788  1.10E-20  1.10E-20
2949.012232  7.84E-21  7.84E-21
2949.014646  6.57E-21  6.57E-21
2949.017067  6.85E-21  6.85E-21
2949.01977  9.64E-21  9.64E-21
2949.022517  1.34E-20  1.34E-20
2949.025516  1.37E-20  1.37E-20
2949.029232  8.21E-21  8.21E-21
2949.033713  3.24E-21  3.24E-21
2949.038936  2.53E-21  2.53E-21
2949.047212  3.24E-21  3.24E-21
2949.063183  2.10E-21  2.10E-21
2949.075087  4.27E-21  4.27E-21
2949.082078  1.47E-19  1.47E-19
2949.088179  1.57E-18  1.57E-18
2949.09428  2.21E-18  2.21E-18
2949.100632  3.81E-19  3.81E-19
2949.10677  8.36E-21  8.36E-21
2949.112157  2.31E-21  2.31E-21
2949.118161  3.45E-21  3.45E-21
2949.124275  4.94E-21  4.94E-21
2949.130198  4.27E-21  4.27E-21
2949.136172  2.84E-21  2.84E-21
2949.14293  2.31E-21  2.31E-21
2949.151175  3.90E-21  3.90E-21
2949.156323  1.23E-19  1.23E-19
2949.161384  2.31E-18  2.31E-18
2949.166442  9.47E-18  9.47E-18
2949.171419  9.00E-18  9.00E-18
2949.175967  2.39E-18  2.39E-18
2949.180955  1.58E-19  1.58E-19
2949.186803  5.06E-21  5.06E-21
2949.197497  3.13E-21  3.13E-21
2949.205456  2.86E-21  2.86E-21
2949.212414  3.51E-21  3.51E-21
2949.219838  3.76E-21  3.76E-21
2949.22714  2.73E-21  2.73E-21
2949.233607  2.15E-21  2.15E-21
2949.24006  2.29E-21  2.29E-21
2949.24489  5.04E-21  5.04E-21
2949.249199  3.49E-20  3.49E-20
2949.2532  1.96E-19  1.96E-19
2949.257206  5.33E-19  5.33E-19
2949.261466  5.71E-19  5.71E-19
2949.265913  2.04E-19  2.04E-19
2949.270492  2.36E-20  2.36E-20
2949.275936  3.41E-21  3.41E-21
2949.285543  3.86E-19  3.86E-19
2949.295232  1.38E-18  1.38E-18
2949.301736  2.65E-19  2.65E-19
2949.30571  1.83E-19  1.83E-19
2949.309164  1.34E-18  1.34E-18
2949.312515  5.41E-18  5.41E-18
2949.316114  1.11E-17  1.11E-17
2949.319751  1.03E-17  1.03E-17
2949.323594  3.98E-18  3.98E-18
2949.327942  4.99E-19  4.99E-19
2949.332415  1.88E-20  1.88E-20
2949.336668  2.32E-21  2.32E-21
2949.34365  2.31E-21  2.31E-21
2949.35245  7.40E-21  7.40E-21
2949.358926  1.31E-19  1.31E-19
2949.365028  6.71E-19  6.71E-19
2949.371674  4.22E-19  4.22E-19
2949.383589  7.35E-21  7.35E-21
2949.40447  2.14E-21  2.14E-21
2949.413846  9.05E-21  9.05E-21
2949.427937  6.23E-21  6.23E-21
2949.442725  4.82E-21  4.82E-21
2949.45474  3.37E-20  3.37E-20
2949.465272  1.18E-20  1.18E-20
2949.477536  2.90E-21  2.90E-21
2949.518653  1.40E-19  1.40E-19
2949.540719  1.50E-18  1.50E-18
2949.551095  4.15E-20  4.15E-20
2949.561085  3.25E-21  3.25E-21
2949.568428  3.09E-21  3.09E-21
2949.57287  1.85E-20  1.85E-20
2949.576274  1.65E-19  1.65E-19
2949.579296  7.88E-19  7.88E-19
2949.582152  2.09E-18  2.09E-18
2949.584857  3.29E-18  3.29E-18
2949.587366  3.33E-18  3.33E-18
2949.589661  2.36E-18  2.36E-18
2949.591948  1.22E-18  1.22E-18
2949.594235  4.90E-19  4.90E-19
2949.596577  1.90E-19  1.90E-19
2949.599096  9.16E-20  9.16E-20
2949.601551  5.00E-20  5.00E-20
2949.603982  2.33E-20  2.33E-20
2949.606637  8.99E-21  8.99E-21
2949.60995  3.71E-21  3.71E-21
2949.61399  2.99E-21  2.99E-21
2949.619796  2.86E-21  2.86E-21
2949.632874  2.09E-21  2.09E-21
2949.645308  2.59E-21  2.59E-21
2949.651907  4.67E-21  4.67E-21
2949.656541  5.61E-21  5.61E-21
2949.661028  4.97E-21  4.97E-21
2949.665176  4.26E-21  4.26E-21
2949.66892  3.68E-21  3.68E-21
2949.672875  2.89E-21  2.89E-21
2949.677305  2.60E-21  2.60E-21
2949.681909  2.78E-21  2.78E-21
2949.687164  2.54E-21  2.54E-21
2949.694415  2.29E-21  2.29E-21
2949.702374  2.93E-21  2.93E-21
2949.713853  4.81E-21  4.81E-21
2949.721511  1.17E-19  1.17E-19
2949.726361  1.86E-18  1.86E-18
2949.730681  7.63E-18  7.63E-18
2949.734719  1.06E-17  1.06E-17
2949.738771  5.46E-18  5.46E-18
2949.742802  1.09E-18  1.09E-18
2949.746816  1.40E-19  1.40E-19
2949.750845  4.90E-20  4.90E-20
2949.756109  1.06E-20  1.06E-20
2949.763924  4.24E-19  4.24E-19
2949.779074  1.21E-18  1.21E-18
2949.801447  6.16E-21  6.16E-21
2949.813092  1.53E-19  1.53E-19
2949.819193  3.23E-19  3.23E-19
2949.825289  9.56E-20  9.56E-20
2949.831391  6.65E-21  6.65E-21
2949.837792  2.39E-21  2.39E-21
2949.847119  2.77E-21  2.77E-21
2949.868247  4.09E-21  4.09E-21
2949.878492  8.25E-19  8.25E-19
2949.887498  7.05E-18  7.05E-18
2949.896631  1.55E-18  1.55E-18
2949.908927  6.20E-21  6.20E-21
2949.921789  2.30E-21  2.30E-21
2949.927693  4.33E-21  4.33E-21
2949.932921  6.57E-21  6.57E-21
2949.938102  5.03E-21  5.03E-21
2949.943275  3.47E-21  3.47E-21
2949.9485  2.39E-21  2.39E-21
2949.955584  2.07E-21  2.07E-21
2949.969133  9.90E-21  9.90E-21
2949.979025  5.65E-19  5.65E-19
2949.986077  1.08E-18  1.08E-18
2949.990912  3.82E-19  3.82E-19
2949.995194  5.34E-19  5.34E-19
2949.998866  1.67E-18  1.67E-18
2950.002197  2.45E-18  2.45E-18
2950.005689  1.75E-18  1.75E-18
2950.00918  5.97E-19  5.97E-19
2950.01278  9.50E-20  9.50E-20
2950.016405  1.38E-20  1.38E-20
2950.020196  6.88E-21  6.88E-21
2950.02533  3.77E-21  3.77E-21
2950.030727  2.33E-21  2.33E-21
2950.036545  2.64E-21  2.64E-21
2950.044533  8.07E-21  8.07E-21
2950.050956  6.06E-21  6.06E-21
2950.055474  3.37E-21  3.37E-21
2950.059543  4.32E-21  4.32E-21
2950.063657  5.46E-21  5.46E-21
2950.06856  6.87E-21  6.87E-21
2950.07379  8.29E-20  8.29E-20
2950.079084  7.45E-19  7.45E-19
2950.086728  1.03E-18  1.03E-18
2950.102922  5.10E-21  5.10E-21
2950.113861  3.97E-20  3.97E-20
2950.122178  1.65E-20  1.65E-20
2950.128628  2.87E-21  2.87E-21
2950.135036  2.01E-21  2.01E-21
2950.152933  8.54E-21  8.54E-21
2950.173277  3.20E-19  3.20E-19
2950.185951  1.84E-20  1.84E-20
2950.19787  3.43E-21  3.43E-21
2950.204597  2.78E-21  2.78E-21
2950.209146  4.38E-21  4.38E-21
2950.213559  4.99E-21  4.99E-21
2950.218084  5.74E-21  5.74E-21
2950.22258  6.96E-21  6.96E-21
2950.227072  4.90E-21  4.90E-21
2950.231354  5.42E-21  5.42E-21
2950.236394  1.50E-19  1.50E-19
2950.244573  1.77E-18  1.77E-18
2950.26928  1.22E-19  1.22E-19
2950.310406  3.97E-18  3.97E-18
2950.328379  1.90E-18  1.90E-18
2950.353242  7.49E-21  7.49E-21
2950.362105  9.89E-20  9.89E-20
2950.365779  1.53E-19  1.53E-19
2950.369012  1.89E-19  1.89E-19
2950.371923  4.91E-19  4.91E-19
2950.374496  1.30E-18  1.30E-18
2950.376939  2.40E-18  2.40E-18
2950.379377  3.05E-18  3.05E-18
2950.381682  2.70E-18  2.70E-18
2950.383987  1.70E-18  1.70E-18
2950.386597  6.77E-19  6.77E-19
2950.389361  1.63E-19  1.63E-19
2950.392123  2.81E-20  2.81E-20
2950.394748  6.64E-21  6.64E-21
2950.397327  3.71E-21  3.71E-21
2950.401037  2.79E-21  2.79E-21
2950.405926  2.68E-21  2.68E-21
2950.410719  5.29E-21  5.29E-21
2950.415858  4.00E-20  4.00E-20
2950.420864  3.07E-19  3.07E-19
2950.425766  6.59E-19  6.59E-19
2950.430863  3.60E-19  3.60E-19
2950.436475  1.03E-19  1.03E-19
2950.442509  3.27E-20  3.27E-20
2950.45043  2.89E-21  2.89E-21
2950.460723  1.40E-20  1.40E-20
2950.470524  2.44E-18  2.44E-18
2950.479515  6.99E-18  6.99E-18
2950.487437  2.42E-18  2.42E-18
2950.492801  4.69E-19  4.69E-19
2950.497145  4.10E-20  4.10E-20
2950.50113  2.97E-20  2.97E-20
2950.505535  6.50E-20  6.50E-20
2950.510689  4.72E-20  4.72E-20
2950.515886  1.34E-20  1.34E-20
2950.521166  3.58E-21  3.58E-21
2950.527817  1.95E-21  1.95E-21
2950.535611  2.03E-21  2.03E-21
2950.542955  3.44E-21  3.44E-21
2950.548929  4.60E-21  4.60E-21
2950.553845  3.99E-21  3.99E-21
2950.55837  3.42E-21  3.42E-21
2950.56268  3.54E-21  3.54E-21
2950.566555  4.56E-21  4.56E-21
2950.570942  4.41E-21  4.41E-21
2950.576299  4.69E-21  4.69E-21
2950.583087  7.51E-21  7.51E-21
2950.591062  2.92E-21  2.92E-21
2950.598618  3.38E-21  3.38E-21
2950.608956  1.29E-20  1.29E-20
2950.6209  5.03E-21  5.03E-21
2950.652191  1.95E-21  1.95E-21
2950.677106  2.36E-21  2.36E-21
2950.70501  2.16E-21  2.16E-21
2950.727681  1.50E-19  1.50E-19
2950.73525  1.88E-18  1.88E-18
2950.742555  1.78E-18  1.78E-18
2950.749979  2.47E-19  2.47E-19
2950.756968  8.82E-21  8.82E-21
2950.762021  2.06E-21  2.06E-21
2950.766124  2.51E-21  2.51E-21
2950.769794  4.03E-21  4.03E-21
2950.773227  6.51E-21  6.51E-21
2950.776314  8.18E-21  8.18E-21
2950.779358  7.97E-21  7.97E-21
2950.782317  6.67E-21  6.67E-21
2950.785105  5.62E-21  5.62E-21
2950.787896  5.21E-21  5.21E-21
2950.790861  5.12E-21  5.12E-21
2950.794198  5.23E-21  5.23E-21
2950.798827  6.09E-21  6.09E-21
2950.805425  3.69E-21  3.69E-21
2950.812773  2.22E-21  2.22E-21
2950.82136  3.45E-21  3.45E-21
2950.828557  2.77E-21  2.77E-21
2950.835741  5.03E-21  5.03E-21
2950.846402  3.33E-21  3.33E-21
2950.875761  3.01E-19  3.01E-19
2950.89619  3.87E-19  3.87E-19
2950.908222  9.77E-19  9.77E-19
2950.922795  5.14E-18  5.14E-18
2950.937082  1.38E-20  1.38E-20
2950.951324  2.00E-21  2.00E-21
2950.959289  2.30E-21  2.30E-21
2950.966776  2.29E-21  2.29E-21
2950.973494  1.46E-20  1.46E-20
2950.97945  4.26E-19  4.26E-19
2950.985365  1.96E-18  1.96E-18
2950.990358  1.59E-18  1.59E-18
2950.994833  3.69E-19  3.69E-19
2950.999413  2.68E-20  2.68E-20
2951.003618  6.23E-21  6.23E-21
2951.007758  5.96E-21  5.96E-21
2951.012285  3.83E-21  3.83E-21
2951.016564  3.74E-21  3.74E-21
2951.020988  4.72E-21  4.72E-21
2951.025387  4.93E-21  4.93E-21
2951.030854  6.56E-21  6.56E-21
2951.035853  9.58E-21  9.58E-21
2951.040077  2.92E-20  2.92E-20
2951.044498  2.12E-19  2.12E-19
2951.049026  8.08E-19  8.08E-19
2951.053945  9.14E-19  9.14E-19
2951.059017  2.51E-19  2.51E-19
2951.065595  9.60E-21  9.60E-21
2951.071522  8.51E-20  8.51E-20
2951.080739  4.45E-18  4.45E-18
2951.090306  2.97E-18  2.97E-18
2951.098864  1.97E-19  1.97E-19
2951.110655  2.00E-19  2.00E-19
2951.120309  1.07E-20  1.07E-20
2951.134946  2.66E-20  2.66E-20
2951.168237  5.24E-20  5.24E-20
2951.183586  1.60E-18  1.60E-18
2951.190853  1.79E-18  1.79E-18
2951.198101  1.37E-19  1.37E-19
2951.205505  3.06E-21  3.06E-21
2951.223435  2.23E-21  2.23E-21
2951.238087  9.67E-20  9.67E-20
2951.244019  1.22E-18  1.22E-18
2951.249231  2.45E-18  2.45E-18
2951.253884  1.22E-18  1.22E-18
2951.257856  2.28E-19  2.28E-19
2951.261256  2.68E-20  2.68E-20
2951.264611  4.94E-21  4.94E-21
2951.268499  5.33E-21  5.33E-21
2951.273755  7.75E-21  7.75E-21
2951.279867  5.93E-21  5.93E-21
2951.286151  1.32E-20  1.32E-20
2951.293356  2.11E-20  2.11E-20
2951.30174  6.64E-21  6.64E-21
2951.309366  3.34E-20  3.34E-20
2951.318342  1.85E-20  1.85E-20
2951.329441  2.46E-21  2.46E-21
2951.342639  2.23E-21  2.23E-21
2951.360962  2.00E-21  2.00E-21
2951.390179  1.95E-21  1.95E-21
2951.401045  2.19E-21  2.19E-21
2951.409949  3.56E-21  3.56E-21
2951.418532  4.24E-21  4.24E-21
2951.432893  2.87E-20  2.87E-20
2951.471435  1.90E-21  1.90E-21
2951.490404  1.02E-20  1.02E-20
2951.499844  8.33E-19  8.33E-19
2951.5068  2.53E-18  2.53E-18
2951.511265  1.48E-18  1.48E-18
2951.515132  3.58E-19  3.58E-19
2951.518576  5.02E-20  5.02E-20
2951.5215  1.36E-20  1.36E-20
2951.524215  2.71E-20  2.71E-20
2951.527241  2.14E-19  2.14E-19
2951.530562  1.44E-18  1.44E-18
2951.533865  5.00E-18  5.00E-18
2951.537171  8.81E-18  8.81E-18
2951.540553  7.75E-18  7.75E-18
2951.545067  2.34E-18  2.34E-18
2951.55099  1.11E-19  1.11E-19
2951.563277  2.03E-21  2.03E-21
2951.576614  4.60E-21  4.60E-21
2951.588618  3.63E-21  3.63E-21
2951.605196  1.91E-21  1.91E-21
2951.619438  2.69E-21  2.69E-21
2951.625504  7.95E-21  7.95E-21
2951.631476  4.30E-20  4.30E-20
2951.637471  5.89E-20  5.89E-20
2951.643807  1.26E-20  1.26E-20
2951.658759  2.02E-21  2.02E-21
2951.686734  1.44E-19  1.44E-19
2951.696214  2.39E-19  2.39E-19
2951.702279  1.87E-18  1.87E-18
2951.708202  6.84E-18  6.84E-18
2951.715248  3.23E-18  3.23E-18
